U+0023	#	['NUMBER', 'SIGN']
U+120BE	𒂾	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'ASH2', 'PLUS', 'GAL']
U+120BF	𒂿	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'BAD']
U+120C0	𒃀	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'BAR', 'PLUS', 'RA']
U+120C1	𒃁	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'BUR']
U+120C2	𒃂	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'BUR', 'PLUS', 'RA']
U+120C3	𒃃	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'DA']
U+120C4	𒃄	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'DI']
U+120C5	𒃅	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'DIM', 'TIMES', 'SHE']
U+120C6	𒃆	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'DUB']
U+120C7	𒃇	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'EL']
U+120C8	𒃈	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'EL', 'PLUS', 'LA']
U+120C9	𒃉	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'EN']
U+120CA	𒃊	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'EN', 'TIMES', 'GAN2', 'TENU']
U+120CB	𒃋	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'GAN2', 'TENU']
U+120CC	𒃌	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'GAR']
U+120CD	𒃍	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'GI']
U+120CE	𒃎	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'GI4']
U+120CF	𒃏	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'GI4', 'PLUS', 'A']
U+120D0	𒃐	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'GIR2', 'PLUS', 'SU']
U+120D1	𒃑	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'HA', 'PLUS', 'LU', 'PLUS', 'ESH2']
U+120D2	𒃒	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'HAL']
U+120D3	𒃓	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'HAL', 'PLUS', 'LA']
U+120D4	𒃔	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'HI', 'PLUS', 'LI']
U+120D5	𒃕	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'HUB2']
U+120D6	𒃖	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'IGI', 'GUNU']
U+120D7	𒃗	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'ISH', 'PLUS', 'HU', 'PLUS', 'ASH']
U+120D8	𒃘	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'KAK']
U+120D9	𒃙	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'KASKAL']
U+120DA	𒃚	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'KID']
U+120DB	𒃛	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'KID', 'PLUS', 'LAL']
U+120DC	𒃜	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'KU3', 'PLUS', 'AN']
U+120DD	𒃝	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'LA']
U+120DE	𒃞	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'ME', 'PLUS', 'EN']
U+120DF	𒃟	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'MI']
U+120E0	𒃠	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'NUN']
U+120E1	𒃡	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'NUN', 'OVER', 'NUN']
U+120E2	𒃢	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'PA']
U+120E3	𒃣	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'SAL']
U+120E4	𒃤	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'SAR']
U+120E5	𒃥	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'SHE']
U+120E6	𒃦	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'SHE', 'PLUS', 'TUR']
U+120E7	𒃧	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'SHID']
U+120E8	𒃨	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'SUM']
U+120E9	𒃩	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'TAK4']
U+120EA	𒃪	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'U']
U+120EB	𒃫	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'UD']
U+120EC	𒃬	['CUNEIFORM', 'SIGN', 'GA2', 'TIMES', 'UD', 'PLUS', 'DU']
U+120ED	𒃭	['CUNEIFORM', 'SIGN', 'GA2', 'OVER', 'GA2']
U+120EE	𒃮	['CUNEIFORM', 'SIGN', 'GABA']
U+120EF	𒃯	['CUNEIFORM', 'SIGN', 'GABA', 'CROSSING', 'GABA']
U+120F0	𒃰	['CUNEIFORM', 'SIGN', 'GAD']
U+120F1	𒃱	['CUNEIFORM', 'SIGN', 'GAD', 'OVER', 'GAD', 'GAR', 'OVER', 'GAR']
U+120F2	𒃲	['CUNEIFORM', 'SIGN', 'GAL']
U+120F3	𒃳	['CUNEIFORM', 'SIGN', 'GAL', 'GAD', 'OVER', 'GAD', 'GAR', 'OVER', 'GAR']
U+120F4	𒃴	['CUNEIFORM', 'SIGN', 'GALAM']
U+120F5	𒃵	['CUNEIFORM', 'SIGN', 'GAM']
U+120F6	𒃶	['CUNEIFORM', 'SIGN', 'GAN']
U+120F7	𒃷	['CUNEIFORM', 'SIGN', 'GAN2']
U+120F8	𒃸	['CUNEIFORM', 'SIGN', 'GAN2', 'TENU']
U+120F9	𒃹	['CUNEIFORM', 'SIGN', 'GAN2', 'OVER', 'GAN2']
U+120FA	𒃺	['CUNEIFORM', 'SIGN', 'GAN2', 'CROSSING', 'GAN2']
U+120FB	𒃻	['CUNEIFORM', 'SIGN', 'GAR']
U+120FC	𒃼	['CUNEIFORM', 'SIGN', 'GAR3']
U+120FD	𒃽	['CUNEIFORM', 'SIGN', 'GASHAN']
U+120FE	𒃾	['CUNEIFORM', 'SIGN', 'GESHTIN']
U+120FF	𒃿	['CUNEIFORM', 'SIGN', 'GESHTIN', 'TIMES', 'KUR']
U+12100	𒄀	['CUNEIFORM', 'SIGN', 'GI']
U+12101	𒄁	['CUNEIFORM', 'SIGN', 'GI', 'TIMES', 'E']
U+12102	𒄂	['CUNEIFORM', 'SIGN', 'GI', 'TIMES', 'U']
U+12103	𒄃	['CUNEIFORM', 'SIGN', 'GI', 'CROSSING', 'GI']
U+12104	𒄄	['CUNEIFORM', 'SIGN', 'GI4']
U+12105	𒄅	['CUNEIFORM', 'SIGN', 'GI4', 'OVER', 'GI4']
U+12106	𒄆	['CUNEIFORM', 'SIGN', 'GI4', 'CROSSING', 'GI4']
U+12107	𒄇	['CUNEIFORM', 'SIGN', 'GIDIM']
U+12108	𒄈	['CUNEIFORM', 'SIGN', 'GIR2']
U+12109	𒄉	['CUNEIFORM', 'SIGN', 'GIR2', 'GUNU']
U+1210A	𒄊	['CUNEIFORM', 'SIGN', 'GIR3']
U+1210B	𒄋	['CUNEIFORM', 'SIGN', 'GIR3', 'TIMES', 'A', 'PLUS', 'IGI']
U+1210C	𒄌	['CUNEIFORM', 'SIGN', 'GIR3', 'TIMES', 'GAN2', 'TENU']
U+1210D	𒄍	['CUNEIFORM', 'SIGN', 'GIR3', 'TIMES', 'IGI']
U+1210E	𒄎	['CUNEIFORM', 'SIGN', 'GIR3', 'TIMES', 'LU', 'PLUS', 'IGI']
U+1210F	𒄏	['CUNEIFORM', 'SIGN', 'GIR3', 'TIMES', 'PA']
U+12110	𒄐	['CUNEIFORM', 'SIGN', 'GISAL']
U+12111	𒄑	['CUNEIFORM', 'SIGN', 'GISH']
U+12112	𒄒	['CUNEIFORM', 'SIGN', 'GISH', 'CROSSING', 'GISH']
U+12113	𒄓	['CUNEIFORM', 'SIGN', 'GISH', 'TIMES', 'BAD']
U+12114	𒄔	['CUNEIFORM', 'SIGN', 'GISH', 'TIMES', 'TAK4']
U+12115	𒄕	['CUNEIFORM', 'SIGN', 'GISH', 'TENU']
U+12116	𒄖	['CUNEIFORM', 'SIGN', 'GU']
U+12117	𒄗	['CUNEIFORM', 'SIGN', 'GU', 'CROSSING', 'GU']
U+12118	𒄘	['CUNEIFORM', 'SIGN', 'GU2']
U+12119	𒄙	['CUNEIFORM', 'SIGN', 'GU2', 'TIMES', 'KAK']
U+1211A	𒄚	['CUNEIFORM', 'SIGN', 'GU2', 'TIMES', 'KAK', 'TIMES', 'IGI', 'GUNU']
U+1211B	𒄛	['CUNEIFORM', 'SIGN', 'GU2', 'TIMES', 'NUN']
U+1211C	𒄜	['CUNEIFORM', 'SIGN', 'GU2', 'TIMES', 'SAL', 'PLUS', 'TUG2']
U+1211D	𒄝	['CUNEIFORM', 'SIGN', 'GU2', 'GUNU']
U+1211E	𒄞	['CUNEIFORM', 'SIGN', 'GUD']
U+1211F	𒄟	['CUNEIFORM', 'SIGN', 'GUD', 'TIMES', 'A', 'PLUS', 'KUR']
U+12120	𒄠	['CUNEIFORM', 'SIGN', 'GUD', 'TIMES', 'KUR']
U+12121	𒄡	['CUNEIFORM', 'SIGN', 'GUD', 'OVER', 'GUD', 'LUGAL']
U+12122	𒄢	['CUNEIFORM', 'SIGN', 'GUL']
U+12123	𒄣	['CUNEIFORM', 'SIGN', 'GUM']
U+12124	𒄤	['CUNEIFORM', 'SIGN', 'GUM', 'TIMES', 'SHE']
U+12125	𒄥	['CUNEIFORM', 'SIGN', 'GUR']
U+12126	𒄦	['CUNEIFORM', 'SIGN', 'GUR7']
U+12127	𒄧	['CUNEIFORM', 'SIGN', 'GURUN']
U+12128	𒄨	['CUNEIFORM', 'SIGN', 'GURUSH']
U+12129	𒄩	['CUNEIFORM', 'SIGN', 'HA']
U+1212A	𒄪	['CUNEIFORM', 'SIGN', 'HA', 'TENU']
U+1212B	𒄫	['CUNEIFORM', 'SIGN', 'HA', 'GUNU']
U+1212C	𒄬	['CUNEIFORM', 'SIGN', 'HAL']
U+1212D	𒄭	['CUNEIFORM', 'SIGN', 'HI']
U+1212E	𒄮	['CUNEIFORM', 'SIGN', 'HI', 'TIMES', 'ASH']
U+1212F	𒄯	['CUNEIFORM', 'SIGN', 'HI', 'TIMES', 'ASH2']
U+12130	𒄰	['CUNEIFORM', 'SIGN', 'HI', 'TIMES', 'BAD']
U+12131	𒄱	['CUNEIFORM', 'SIGN', 'HI', 'TIMES', 'DISH']
U+12132	𒄲	['CUNEIFORM', 'SIGN', 'HI', 'TIMES', 'GAD']
U+12133	𒄳	['CUNEIFORM', 'SIGN', 'HI', 'TIMES', 'KIN']
U+12134	𒄴	['CUNEIFORM', 'SIGN', 'HI', 'TIMES', 'NUN']
U+12135	𒄵	['CUNEIFORM', 'SIGN', 'HI', 'TIMES', 'SHE']
U+12136	𒄶	['CUNEIFORM', 'SIGN', 'HI', 'TIMES', 'U']
U+12137	𒄷	['CUNEIFORM', 'SIGN', 'HU']
U+12138	𒄸	['CUNEIFORM', 'SIGN', 'HUB2']
U+12139	𒄹	['CUNEIFORM', 'SIGN', 'HUB2', 'TIMES', 'AN']
U+1213A	𒄺	['CUNEIFORM', 'SIGN', 'HUB2', 'TIMES', 'HAL']
U+1213B	𒄻	['CUNEIFORM', 'SIGN', 'HUB2', 'TIMES', 'KASKAL']
U+1213C	𒄼	['CUNEIFORM', 'SIGN', 'HUB2', 'TIMES', 'LISH']
U+1213D	𒄽	['CUNEIFORM', 'SIGN', 'HUB2', 'TIMES', 'UD']
U+1213E	𒄾	['CUNEIFORM', 'SIGN', 'HUL2']
U+1213F	𒄿	['CUNEIFORM', 'SIGN', 'I']
U+12140	𒅀	['CUNEIFORM', 'SIGN', 'I', 'A']
U+12141	𒅁	['CUNEIFORM', 'SIGN', 'IB']
U+12142	𒅂	['CUNEIFORM', 'SIGN', 'IDIM']
U+12143	𒅃	['CUNEIFORM', 'SIGN', 'IDIM', 'OVER', 'IDIM', 'BUR']
U+12144	𒅄	['CUNEIFORM', 'SIGN', 'IDIM', 'OVER', 'IDIM', 'SQUARED']
U+12145	𒅅	['CUNEIFORM', 'SIGN', 'IG']
U+12146	𒅆	['CUNEIFORM', 'SIGN', 'IGI']
U+12147	𒅇	['CUNEIFORM', 'SIGN', 'IGI', 'DIB']
U+12148	𒅈	['CUNEIFORM', 'SIGN', 'IGI', 'RI']
U+12149	𒅉	['CUNEIFORM', 'SIGN', 'IGI', 'OVER', 'IGI', 'SHIR', 'OVER', 'SHIR', 'UD', 'OVER', 'UD']
U+1214A	𒅊	['CUNEIFORM', 'SIGN', 'IGI', 'GUNU']
U+1214B	𒅋	['CUNEIFORM', 'SIGN', 'IL']
U+1214C	𒅌	['CUNEIFORM', 'SIGN', 'IL', 'TIMES', 'GAN2', 'TENU']
U+1214D	𒅍	['CUNEIFORM', 'SIGN', 'IL2']
U+1214E	𒅎	['CUNEIFORM', 'SIGN', 'IM']
U+1214F	𒅏	['CUNEIFORM', 'SIGN', 'IM', 'TIMES', 'TAK4']
U+12150	𒅐	['CUNEIFORM', 'SIGN', 'IM', 'CROSSING', 'IM']
U+12151	𒅑	['CUNEIFORM', 'SIGN', 'IM', 'OPPOSING', 'IM']
U+12152	𒅒	['CUNEIFORM', 'SIGN', 'IM', 'SQUARED']
U+12153	𒅓	['CUNEIFORM', 'SIGN', 'IMIN']
U+12154	𒅔	['CUNEIFORM', 'SIGN', 'IN']
U+12155	𒅕	['CUNEIFORM', 'SIGN', 'IR']
U+12156	𒅖	['CUNEIFORM', 'SIGN', 'ISH']
U+12157	𒅗	['CUNEIFORM', 'SIGN', 'KA']
U+12158	𒅘	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'A']
U+12159	𒅙	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'AD']
U+1215A	𒅚	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'AD', 'PLUS', 'KU3']
U+1215B	𒅛	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'ASH2']
U+1215C	𒅜	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'BAD']
U+1215D	𒅝	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'BALAG']
U+1215E	𒅞	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'BAR']
U+1215F	𒅟	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'BI']
U+12160	𒅠	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'ERIN2']
U+12161	𒅡	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'ESH2']
U+12162	𒅢	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GA']
U+12163	𒅣	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GAL']
U+12164	𒅤	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GAN2', 'TENU']
U+12165	𒅥	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GAR']
U+12166	𒅦	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GAR', 'PLUS', 'SHA3', 'PLUS', 'A']
U+12167	𒅧	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GI']
U+12168	𒅨	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GIR2']
U+12169	𒅩	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GISH', 'PLUS', 'SAR']
U+1216A	𒅪	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GISH', 'CROSSING', 'GISH']
U+1216B	𒅫	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GU']
U+1216C	𒅬	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'GUR7']
U+1216D	𒅭	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'IGI']
U+1216E	𒅮	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'IM']
U+1216F	𒅯	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'KAK']
U+12170	𒅰	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'KI']
U+12171	𒅱	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'KID']
U+12172	𒅲	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'LI']
U+12173	𒅳	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'LU']
U+12174	𒅴	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'ME']
U+12175	𒅵	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'ME', 'PLUS', 'DU']
U+12176	𒅶	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'ME', 'PLUS', 'GI']
U+12177	𒅷	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'ME', 'PLUS', 'TE']
U+12178	𒅸	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'MI']
U+12179	𒅹	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'MI', 'PLUS', 'NUNUZ']
U+1217A	𒅺	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'NE']
U+1217B	𒅻	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'NUN']
U+1217C	𒅼	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'PI']
U+1217D	𒅽	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'RU']
U+1217E	𒅾	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'SA']
U+1217F	𒅿	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'SAR']
U+12180	𒆀	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'SHA']
U+12181	𒆁	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'SHE']
U+12182	𒆂	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'SHID']
U+12183	𒆃	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'SHU']
U+12184	𒆄	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'SIG']
U+12185	𒆅	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'SUHUR']
U+12186	𒆆	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'TAR']
U+12187	𒆇	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'U']
U+12188	𒆈	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'U2']
U+12189	𒆉	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'UD']
U+1218A	𒆊	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'UMUM', 'TIMES', 'PA']
U+1218B	𒆋	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'USH']
U+1218C	𒆌	['CUNEIFORM', 'SIGN', 'KA', 'TIMES', 'ZI']
U+1218D	𒆍	['CUNEIFORM', 'SIGN', 'KA2']
U+1218E	𒆎	['CUNEIFORM', 'SIGN', 'KA2', 'CROSSING', 'KA2']
U+1218F	𒆏	['CUNEIFORM', 'SIGN', 'KAB']
U+12190	𒆐	['CUNEIFORM', 'SIGN', 'KAD2']
U+12191	𒆑	['CUNEIFORM', 'SIGN', 'KAD3']
U+12192	𒆒	['CUNEIFORM', 'SIGN', 'KAD4']
U+12193	𒆓	['CUNEIFORM', 'SIGN', 'KAD5']
U+12194	𒆔	['CUNEIFORM', 'SIGN', 'KAD5', 'OVER', 'KAD5']
U+12195	𒆕	['CUNEIFORM', 'SIGN', 'KAK']
U+12196	𒆖	['CUNEIFORM', 'SIGN', 'KAK', 'TIMES', 'IGI', 'GUNU']
U+12197	𒆗	['CUNEIFORM', 'SIGN', 'KAL']
U+12198	𒆘	['CUNEIFORM', 'SIGN', 'KAL', 'TIMES', 'BAD']
U+12199	𒆙	['CUNEIFORM', 'SIGN', 'KAL', 'CROSSING', 'KAL']
U+1219A	𒆚	['CUNEIFORM', 'SIGN', 'KAM2']
U+1219B	𒆛	['CUNEIFORM', 'SIGN', 'KAM4']
U+1219C	𒆜	['CUNEIFORM', 'SIGN', 'KASKAL']
U+1219D	𒆝	['CUNEIFORM', 'SIGN', 'KASKAL', 'LAGAB', 'TIMES', 'U', 'OVER', 'LAGAB', 'TIMES', 'U']
U+1219E	𒆞	['CUNEIFORM', 'SIGN', 'KASKAL', 'OVER', 'KASKAL', 'LAGAB', 'TIMES', 'U', 'OVER', 'LAGAB', 'TIMES', 'U']
U+1219F	𒆟	['CUNEIFORM', 'SIGN', 'KESH2']
U+121A0	𒆠	['CUNEIFORM', 'SIGN', 'KI']
U+121A1	𒆡	['CUNEIFORM', 'SIGN', 'KI', 'TIMES', 'BAD']
U+121A2	𒆢	['CUNEIFORM', 'SIGN', 'KI', 'TIMES', 'U']
U+121A3	𒆣	['CUNEIFORM', 'SIGN', 'KI', 'TIMES', 'UD']
U+121A4	𒆤	['CUNEIFORM', 'SIGN', 'KID']
U+121A5	𒆥	['CUNEIFORM', 'SIGN', 'KIN']
U+121A6	𒆦	['CUNEIFORM', 'SIGN', 'KISAL']
U+121A7	𒆧	['CUNEIFORM', 'SIGN', 'KISH']
U+121A8	𒆨	['CUNEIFORM', 'SIGN', 'KISIM5']
U+121A9	𒆩	['CUNEIFORM', 'SIGN', 'KISIM5', 'OVER', 'KISIM5']
U+121AA	𒆪	['CUNEIFORM', 'SIGN', 'KU']
U+121AB	𒆫	['CUNEIFORM', 'SIGN', 'KU', 'OVER', 'HI', 'TIMES', 'ASH2', 'KU', 'OVER', 'HI', 'TIMES', 'ASH2']
U+121AC	𒆬	['CUNEIFORM', 'SIGN', 'KU3']
U+121AD	𒆭	['CUNEIFORM', 'SIGN', 'KU4']
U+121AE	𒆮	['CUNEIFORM', 'SIGN', 'KU4', 'VARIANT', 'FORM']
U+121AF	𒆯	['CUNEIFORM', 'SIGN', 'KU7']
U+121B0	𒆰	['CUNEIFORM', 'SIGN', 'KUL']
U+121B1	𒆱	['CUNEIFORM', 'SIGN', 'KUL', 'GUNU']
U+121B2	𒆲	['CUNEIFORM', 'SIGN', 'KUN']
U+121B3	𒆳	['CUNEIFORM', 'SIGN', 'KUR']
U+121B4	𒆴	['CUNEIFORM', 'SIGN', 'KUR', 'OPPOSING', 'KUR']
U+121B5	𒆵	['CUNEIFORM', 'SIGN', 'KUSHU2']
U+121B6	𒆶	['CUNEIFORM', 'SIGN', 'KWU318']
U+121B7	𒆷	['CUNEIFORM', 'SIGN', 'LA']
U+121B8	𒆸	['CUNEIFORM', 'SIGN', 'LAGAB']
U+121B9	𒆹	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'A']
U+121BA	𒆺	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'A', 'PLUS', 'DA', 'PLUS', 'HA']
U+121BB	𒆻	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'A', 'PLUS', 'GAR']
U+121BC	𒆼	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'A', 'PLUS', 'LAL']
U+121BD	𒆽	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'AL']
U+121BE	𒆾	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'AN']
U+121BF	𒆿	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'ASH', 'ZIDA', 'TENU']
U+121C0	𒇀	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'BAD']
U+121C1	𒇁	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'BI']
U+121C2	𒇂	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'DAR']
U+121C3	𒇃	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'EN']
U+121C4	𒇄	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'GA']
U+121C5	𒇅	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'GAR']
U+121C6	𒇆	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'GUD']
U+121C7	𒇇	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'GUD', 'PLUS', 'GUD']
U+121C8	𒇈	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'HA']
U+121C9	𒇉	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'HAL']
U+121CA	𒇊	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'HI', 'TIMES', 'NUN']
U+121CB	𒇋	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'IGI', 'GUNU']
U+121CC	𒇌	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'IM']
U+121CD	𒇍	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'IM', 'PLUS', 'HA']
U+121CE	𒇎	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'IM', 'PLUS', 'LU']
U+121CF	𒇏	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'KI']
U+121D0	𒇐	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'KIN']
U+121D1	𒇑	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'KU3']
U+121D2	𒇒	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'KUL']
U+121D3	𒇓	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'KUL', 'PLUS', 'HI', 'PLUS', 'A']
U+121D4	𒇔	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'LAGAB']
U+121D5	𒇕	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'LISH']
U+121D6	𒇖	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'LU']
U+121D7	𒇗	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'LUL']
U+121D8	𒇘	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'ME']
U+121D9	𒇙	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'ME', 'PLUS', 'EN']
U+121DA	𒇚	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'MUSH']
U+121DB	𒇛	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'NE']
U+121DC	𒇜	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'SHE', 'PLUS', 'SUM']
U+121DD	𒇝	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'SHITA', 'PLUS', 'GISH', 'PLUS', 'ERIN2']
U+121DE	𒇞	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'SHITA', 'PLUS', 'GISH', 'TENU']
U+121DF	𒇟	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'SHU2']
U+121E0	𒇠	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'SHU2', 'PLUS', 'SHU2']
U+121E1	𒇡	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'SUM']
U+121E2	𒇢	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'TAG']
U+121E3	𒇣	['CUNEIFORM', 'SIGN', 'LAGAB', 'TIMES', 'TAK4']
